1;8;1
1;7;2
1;3;6
1;5;4
2;1;7
2;6;8
2;2;5
2;4;3
3;6;1
3;5;7
3;8;4
3;3;2
4;1;5
4;4;6
4;7;3
4;2;8
5;4;1
5;3;5
5;6;2
5;8;7
6;1;3
6;2;4
6;5;8
6;7;6
7;2;1
7;8;3
7;4;7
7;6;5
8;1;8
8;2;7
8;6;3
8;4;5
9;7;1
9;8;6
9;5;2
9;3;4
10;1;6
10;7;5
10;4;8
10;2;3
11;5;1
11;6;4
11;3;7
11;8;2
12;1;4
12;5;3
12;2;6
12;7;8
13;3;1
13;4;2
13;8;5
13;6;7
14;1;2
14;3;8
14;7;4
14;5;6
